Time,Light,Avg
17623,592,301
17638,598,338
17654,630,388
17670,545,430
17685,468,462
17701,412,484
17716,290,484
17732,204,467
17748,173,438
17763,119,398
17779,126,352
17794,218,313
17810,261,278
17826,360,264
17841,481,268
17857,523,281
17872,622,317
17888,641,357
17904,593,400
17919,579,445
17935,500,476
17950,369,490
17966,324,493
17982,199,473
17997,129,440
18013,156,403
18028,122,352
18044,213,314
18060,295,286
18075,351,265
18091,476,269
18106,557,289
18122,588,318
18138,631,361
18153,624,408
18169,539,445
18184,497,481
18200,408,495
18216,279,491
18231,241,477
18247,129,440
18262,117,395
18278,169,352
18294,168,307
18309,262,272
18325,395,259
18340,439,255
18356,523,276
18372,627,308
18387,597,345
18403,593,395
18418,539,437
18434,463,466
18450,408,488
18465,281,488
18481,207,467
18496,174,438
18512,118,393
18528,131,346
18543,214,309
18559,262,274
18574,359,257
18590,482,258
18606,526,271
18621,593,304
18637,604,345
18652,592,388
18668,549,435
18684,462,466
18699,371,481
18715,324,484
18730,203,467
18746,135,433
18762,156,397
18777,128,350
18793,182,308
18808,302,280
18824,355,260
18840,449,260
18855,559,282
18871,587,310
18886,603,355
18902,626,406
18918,548,443
18933,497,478
18949,403,496
18964,282,492
18980,237,478
18996,164,444
19011,118,399
19027,162,357
19042,179,311
19058,259,279
19074,392,266
19089,441,263
19105,562,284
19120,625,320
19136,600,356
19152,628,407
19167,577,452
19183,455,479
19198,400,500
19214,314,499
19230,200,477
19245,169,447
19261,150,403
19276,124,352
19292,210,314
19308,265,279
19323,359,258
19339,483,263
19354,518,276
19370,586,305
19386,637,350
19401,585,394
19417,544,439
19432,491,471
19448,369,485
19464,279,488
19479,196,471
19495,124,434
19510,159,397
19526,125,351
19542,183,305
19557,302,278
19573,358,258
19588,446,260
19604,567,281
19620,593,311
19635,604,352
19651,629,399
19666,541,437
19682,461,468
19698,367,485
19713,282,480
19729,198,466
19744,129,432
19760,118,387
19776,167,344
19791,185,303
19807,267,272
19822,400,260
19838,447,262
19854,529,279
19869,636,316
19885,598,353
19900,595,399
19916,577,445
19932,456,471
19947,364,492
19963,318,494
19978,196,472
19994,169,441
20010,156,399
