Time,Light,Avg
5788,193,220
5802,88,89
5815,433,447
5829,678,687
5844,774,774
5858,716,670
5873,473,459
5887,191,216
5902,89,89
5914,440,454
5929,682,693
5944,776,775
5958,679,667
5973,469,455
5987,189,212
6002,91,91
6014,447,461
6029,687,699
6043,777,776
6058,675,663
6073,464,414
6087,220,206
6102,91,91
6114,453,467
6129,691,705
6143,776,776
6158,669,659
6172,423,408
6187,215,199
6201,127,127
6216,203,216
6231,458,474
6245,696,710
6260,774,775
6274,697,650
6289,450,434
6303,206,191
6318,90,126
6331,377,391
6346,631,642
6361,803,804
6375,751,777
6390,524,511
6404,272,260
6419,92,92
6431,381,394
6446,636,644
6460,802,803
6475,780,771
6490,518,505
6504,266,254
6519,91,90
6531,385,363
6546,637,648
6560,801,802
6575,776,766
6589,512,534
6604,261,249
6619,89,88
6631,354,368
6646,641,652
6660,801,802
6675,772,761
6689,543,530
6704,257,245
6718,89,89
6731,360,373
6745,645,621
6760,802,802
6775,769,758
6789,537,525
6804,253,241
6818,90,89
6831,366,378
6845,616,626
6860,803,769
6874,765,755
6889,534,522
6903,250,238
6918,91,90
6931,373,384
6945,622,632
6960,770,771
6974,763,718
6989,530,520
7003,246,235
7018,92,92
7030,379,389
7045,626,638
7059,771,771
7074,725,717
7089,527,516
7103,244,267
7118,92,91
7130,383,394
7145,631,643
7159,772,773
7174,722,713
7188,522,511
7203,274,262
7218,91,91
7230,388,399
7245,635,648
7259,772,772
7274,718,710
7288,518,472
7303,269,256
7317,127,127
7332,149,157
7347,392,403
7361,639,651
7376,770,771
7390,748,739
7405,512,500
7419,261,248
7434,88,124
7447,304,320
7462,563,579
7477,786,795
7491,769,803
7506,588,575
7520,336,320
7535,104,96
7548,151,196
7563,397,410
7577,646,658
7592,803,768
7607,738,730
7621,500,487
7636,247,234
7650,84,120
7664,314,329
7678,573,589
7693,791,794
7707,767,765
7722,576,563
7737,322,306
7751,132,93
7765,157,168
7779,406,419
7794,655,666
7808,802,769
7823,732,721
7837,490,477
7852,237,226
7867,83,84
7879,411,424
7894,661,670
7908,769,769
7923,728,682
7937,485,471
7952,232,223
7966,81,82
7979,415,428
7993,665,673
8008,770,770
8023,692,679
8037,484,435
8052,232,224
8066,86,86
8079,425,438
8093,673,680
8108,775,774
8122,691,678
8137,446,432
8151,230,222
8166,87,87
8179,430,444
8193,675,684
8208,775,774
8222,685,672
8237,440,426
8251,228,219
8266,124,124
8280,183,195
8295,435,449
8310,678,688
8324,773,773
8339,679,666
8353,469,454
8368,222,211
8382,86,122
8396,354,334
8410,612,623
8425,799,800
8440,759,788
8454,542,528
8469,287,275
8483,92,91
8496,359,337
8510,615,627
8525,798,799
8539,790,783
8554,535,557
8569,280,269
8583,89,88
8596,328,340
8610,618,629
8625,797,798
8639,785,777
8654,563,550
8668,275,263
8683,87,86
8695,331,344
8710,621,631
8725,795,797
8739,782,773
8754,558,544
8768,269,257
8783,85,85
8795,334,348
8810,589,600
8824,795,796
8839,778,769
8853,553,540
8868,266,289
8883,86,86
8895,342,356
8910,596,607
8924,765,765
8939,778,768
8953,551,538
8968,265,288
8982,90,88
8995,350,364
9009,603,613
9024,767,768
9039,776,732
9053,547,534
9068,261,284
9082,90,89
9095,356,370
9109,608,618
9124,768,768
9138,739,728
9153,543,530
9168,259,282
9182,91,90
9195,364,376
9209,613,624
9224,770,770
9238,736,724
9253,538,491
9267,289,277
9282,88,87
9294,366,378
9309,615,626
9324,768,768
9338,730,719
9353,495,485
9367,282,271
9382,125,124
9396,132,142
9411,372,383
9425,620,632
9440,768,770
9455,760,716
9469,529,517
9484,279,268
9498,126,125
9513,136,145
9527,378,388
9542,626,636
9557,803,769
9571,755,747
9586,522,510
9600,271,259
9615,86,121
9628,286,302
9643,546,561
9657,768,783
9672,768,768
9687,604,590
9701,348,335
9716,153,136
9730,117,118
9745,289,303
9759,548,564
9774,736,784
9788,765,764
9803,595,579
9818,340,325
9832,146,132
9847,117,119
9861,296,312
9876,521,571
9890,744,755
9905,764,762
9919,587,573
9934,369,319
9949,139,130
9963,119,119
9978,269,319
9992,530,546
10007,751,758
10022,805,804
10038,770,769
10054,706,698
10069,622,607
10085,468,455
10100,330,315
10116,249,236
10132,99,97
10145,157,167
10161,319,334
10176,408,421
10192,547,562
10208,693,671
10223,763,765
10239,774,774
10254,770,768
10270,701,690
10286,575,599
10301,459,445
10317,319,305
10332,241,230
10348,99,97
10361,169,180
10377,335,348
10393,420,433
10408,560,573
10424,703,713
10439,764,766
10455,773,773
10471,801,796
10486,690,677
10502,598,583
10517,480,431
10533,304,290
10549,228,220
10564,130,92
10579,128,133
10594,175,188
10610,342,358
10626,463,477
10641,568,578
10657,708,717
10672,796,796
10688,768,768
10704,792,787
10719,709,662
10735,545,530
10750,463,449
10766,288,276
10782,181,205
10797,126,125
10813,81,81
10826,353,366
10842,472,487
10858,576,587
10873,714,726
10889,795,796
10904,768,767
10920,787,780
10936,698,652
10951,533,520
10967,452,436
10982,278,267
10998,172,156
11014,126,125
11029,82,81
11043,331,344
11058,486,502
11074,587,599
11089,691,707
11105,798,765
11121,771,770
11136,751,777
11152,658,644
11167,525,512
11183,443,427
11199,272,261
11214,164,148
11230,129,128
11245,87,87
11259,347,360
11275,503,520
11290,600,611
11306,707,719
11321,802,769
11337,773,772
11353,747,736
11368,648,633
11384,516,502
11399,396,414
11415,264,252
11431,150,142
11446,128,127
11462,87,85
11475,357,370
11491,517,533
11507,608,619
11522,715,722
11538,800,802
11553,770,769
11569,734,757
11585,665,651
11600,501,489
11616,413,397
11631,284,273
11647,139,131
11663,126,125
11678,121,84
11693,271,285
11708,368,380
11724,530,545
11739,652,663
11755,721,732
11771,801,802
11786,804,803
11802,723,713
11817,652,637
11833,524,477
11849,361,345
11864,273,262
11880,130,114
11895,85,121
11910,135,143
11926,281,296
11941,412,388
11957,507,522
11972,662,673
11988,730,746
12004,766,768
12019,803,801
12035,713,705
12050,603,589
12066,514,503
12082,348,333
12097,229,251
12113,152,100
12128,85,84
12142,293,308
12158,386,397
12173,519,535
12189,671,683
12204,744,757
12220,770,770
12236,807,805
12251,711,703
12267,595,580
12282,510,497
12298,340,324
12314,222,209
12329,143,100
12345,90,88
12358,277,293
12374,401,414
12389,537,554
12405,652,700
12421,759,763
12436,772,773
12452,805,804
12467,706,696
12483,583,568
12499,501,487
12514,327,311
12530,210,198
12545,137,134
12561,88,87
12575,289,337
12590,446,459
12606,550,565
12621,696,706
12637,795,763
12653,771,771
12668,802,798
12684,695,683
12699,568,555
12715,487,472
12731,311,296
12746,196,188
12762,130,128
12777,84,83
12791,332,346
12807,454,466
12822,558,571
12838,701,709
12853,794,795
12869,768,767
12885,796,791
12900,718,704
12916,557,541
12931,473,459
12947,332,284
12963,188,179
12978,129,127
12994,82,81
13007,309,358
13023,463,477
13038,568,579
13054,673,717
13070,795,797
13085,769,768
13101,793,788
13116,709,662
13132,546,530
13148,464,449
13163,288,276
13179,183,171
13194,129,128
13210,85,85
13224,322,337
13239,477,492
13255,581,592
13270,684,696
13286,800,767
13302,772,772
13317,758,751
13333,669,657
13348,536,523
13364,420,406
13380,281,270
13395,175,160
13411,129,128
13426,87,87
13440,337,350
13455,494,509
13471,596,607
13487,700,714
13502,806,807
13518,775,774
13533,754,744
13549,693,643
13565,522,509
13580,402,422
13596,300,254
13611,156,141
13627,122,122
13643,82,81
13656,348,362
13672,506,523
13687,603,615
13703,710,722
13719,804,805
13734,771,770
13750,743,768
13765,678,662
13781,508,495
13797,421,405
13812,289,277
13828,143,133
13843,121,120
13859,118,118
13875,116,127
13890,259,276
13906,395,407
13921,486,501
13937,648,658
13953,719,727
13968,768,769
13984,805,805
13999,731,719
14015,629,649
14031,533,520
14046,372,355
14062,278,267
14077,169,157
14093,83,82
14107,273,287
14122,406,383
14138,499,514
14153,659,670
14169,727,740
14185,772,772
14200,808,808
14216,726,716
14231,617,603
14247,524,513
14263,361,344
14278,236,225
14294,164,111
14309,87,86
14323,253,267
14338,386,397
14354,515,530
14370,637,683
14385,740,755
14401,774,775
14416,809,807
14432,720,712
14448,607,592
14463,515,504
14479,349,333
14494,226,214
14510,149,133
14526,86,83
14539,265,280
14555,430,406
14570,528,543
14586,646,693
14602,754,765
14617,774,775
14633,808,807
14648,712,703
14664,593,578
14680,505,493
14695,333,318
14711,214,201
14726,134,127
14742,83,81
14755,277,328
14771,437,449
14787,538,554
14802,687,700
14818,795,798
14833,771,771
14849,803,802
14865,738,729
14880,579,563
14896,495,481
14911,355,304
14927,204,191
14943,130,127
14958,82,81
14972,288,337
14987,446,458
15003,549,564
15019,695,705
15034,795,797
15050,769,769
15065,801,797
15081,730,717
15097,566,552
15112,484,469
15128,342,293
15143,195,184
15159,129,128
15175,84,83
15188,301,315
15204,458,471
15219,564,576
15235,671,681
15251,799,800
15266,772,771
15282,765,761
15297,722,674
15313,558,543
15329,440,461
15344,298,285
15360,190,179
15375,94,130
15390,95,101
15404,316,331
15420,473,487
15436,578,589
15451,682,692
15467,804,804
15482,775,775
15498,764,758
15514,713,666
15529,546,532
15545,429,414
15560,288,277
15576,182,169
15592,94,130
15606,102,109
15622,231,242
15637,332,345
15653,451,467
15669,624,600
15684,693,705
15700,803,804
15715,808,773
15731,755,748
15747,697,686
15762,529,516
15778,411,396
15793,308,297
15809,165,150
15825,88,87
15838,238,253
15854,342,355
15869,464,516
15885,633,644
15901,701,715
15916,802,803
15932,806,805
15947,747,738
15963,686,671
15979,552,538
15994,396,380
16010,296,285
16025,186,139
16041,87,86
16054,251,267
16070,352,366
16086,476,528
16101,640,651
16117,711,721
16132,801,803
16148,805,805
16164,737,726
16179,671,656
16195,539,526
16210,380,364
16226,287,275
16242,141,131
16257,86,85
16271,267,281
16286,365,378
16302,493,507
16318,652,663
16333,722,732
16349,770,771
16364,807,807
16380,731,720
16396,626,611
16411,497,484
16427,370,354
16442,245,234
16458,137,121
16474,90,90
16487,247,296
16503,379,391
16518,507,522
16534,664,675
16549,734,749
16565,773,773
16581,810,808
16596,722,713
16612,613,597
16627,521,475
16643,356,340
16659,234,222
16674,158,106
16690,88,87
16703,294,307
16719,388,399
16735,519,534
16750,673,684
16766,742,757
16781,772,771
16797,808,807
16813,715,706
16828,599,584
16844,511,499
16859,341,326
16875,221,245
16891,143,132
16906,85,84
16920,304,319
16935,429,441
16951,529,545
16967,679,690
16982,785,759
16998,769,769
17013,803,802
17029,706,697
17045,584,570
17060,499,487
17076,328,312
17091,210,233
17107,132,130
17123,84,84
17136,318,332
17152,441,453
17167,543,558
17183,690,701
17198,793,761
17214,769,768
17230,802,798
17245,697,686
17261,570,558
17276,489,475
17292,314,299
17308,201,189
17323,131,130
17339,85,84
17352,296,310
17368,453,465
17384,559,571
17399,668,678
17415,763,764
17430,772,772
17446,767,797
17462,691,678
17477,562,548
17493,481,467
17508,304,290
17524,193,183
17540,133,131
17555,88,88
17569,311,324
17584,467,445
17600,573,583
17615,678,687
17631,765,767
17647,773,773
17662,764,759
17678,680,667
17693,551,536
17709,469,454
17725,293,281
17740,185,174
17756,132,130
17771,88,88
17785,324,338
17801,479,492
17816,581,592
17832,684,696
17847,799,800
17863,770,769
17879,790,784
17894,702,691
17910,534,522
17925,452,438
17941,314,301
17957,172,157
17972,127,126
17988,121,84
18002,232,246
18018,334,348
18034,489,505
18049,623,635
18065,691,706
18080,797,798
18096,802,800
18112,746,737
18127,688,674
18143,520,506
18158,401,385
18174,300,289
18190,156,141
18205,88,124
18220,108,119
18235,244,260
18251,345,359
18267,468,485
18282,635,646
18298,707,717
18313,764,765
18329,803,803
18345,738,728
18360,640,626
18376,543,531
18391,387,370
18407,256,280
18423,144,136
18438,89,88
18452,264,279
18467,362,374
18483,487,502
18498,648,659
18514,720,728
18530,768,769
18545,807,806
18561,732,722
18576,628,614
18592,534,487
18608,375,358
18623,249,237
18639,140,128
18654,91,90
18668,243,293
18684,376,387
18699,504,518
18715,660,671
18730,728,741
18746,770,772
18762,808,807
18777,723,714
18793,615,599
18808,524,512
18824,359,343
18840,236,224
18855,163,145
18871,89,87
18884,291,304
18900,420,430
18915,515,530
18931,669,681
18947,775,754
18962,768,769
18978,804,803
18993,712,703
19009,596,582
19025,510,499
19040,341,326
19056,222,245
19071,142,132
19087,84,83
19101,301,316
19116,428,439
19132,527,543
19147,677,690
19163,784,791
19179,767,767
19194,801,799
19210,736,692
19225,580,567
19241,498,485
19257,325,309
19272,209,196
19288,131,129
19303,82,81
19317,282,332
19333,439,451
19348,542,557
19364,655,699
19379,792,793
19395,768,768
19411,801,798
19426,696,685
19442,569,558
19457,489,475
19473,313,298
19489,200,190
19504,132,131
19520,86,85
19533,297,311
19549,454,466
19564,559,572
19580,668,676
19596,796,764
19611,772,772
19627,768,762
19642,690,676
19658,562,547
19674,445,466
19689,304,291
19705,193,185
19720,134,132
19736,87,87
19750,313,327
19765,468,482
19781,573,583
19796,677,686
19812,800,801
19828,774,773
19843,763,757
19859,712,665
19874,546,531
19890,463,449
19906,323,276
19921,182,169
19937,128,126
19952,83,83
19966,323,336
19981,479,493
19997,582,594
20013,685,699
