Time,Light,Avg
13620,867,767
13635,774,866
13651,848,853
13667,858,771
13682,756,865
13698,856,834
13713,844,772
13729,758,864
13745,862,798
13760,819,777
13776,762,856
13791,859,703
13807,772,784
13823,770,847
13838,853,704
13854,693,798
13869,782,837
13885,845,715
13901,704,816
13916,800,826
13932,836,733
13947,721,842
13963,826,813
13979,828,756
13994,744,860
14010,858,800
14025,821,784
14041,770,862
14057,864,780
14072,813,812
14088,799,863
14103,865,754
14119,804,845
14135,831,863
14150,866,774
14166,794,873
14181,864,864
14197,868,799
14213,788,878
14228,879,866
14244,869,823
14259,810,879
14275,880,866
14291,870,848
14306,833,880
14322,880,866
14337,869,873
14353,855,880
14369,880,862
14384,867,880
14400,877,879
14415,880,851
14431,861,882
14447,884,877
14462,878,823
14478,844,882
14493,881,873
14509,875,830
14525,820,880
14540,880,865
14556,868,840
14571,825,876
14587,877,849
14603,857,847
14618,832,871
14634,872,814
14649,834,852
14665,838,864
14681,866,763
14696,760,863
14712,844,851
14727,857,767
14743,753,864
14759,851,831
14774,841,769
14790,755,863
14805,862,795
14821,817,774
14837,760,855
14852,859,696
14868,767,782
14883,768,847
14899,852,702
14915,691,798
14930,782,838
14946,845,715
14961,703,818
14977,802,827
14993,837,735
15008,723,842
15024,828,816
15039,829,758
15055,746,863
15071,861,807
15086,824,787
15102,774,863
15117,865,793
15133,819,817
15149,803,863
15164,866,770
15180,812,847
15195,834,865
15211,868,777
15227,804,874
15242,866,867
15258,869,801
15273,790,879
15289,879,868
15305,871,825
15320,813,880
15336,881,868
15351,871,850
15367,835,880
15383,881,867
15398,870,874
15414,857,879
15429,881,861
15445,867,882
15461,877,878
15476,879,854
15492,861,883
15507,883,876
15523,878,821
15539,842,881
15554,882,871
15570,874,828
15585,815,879
15601,880,864
15617,867,836
15632,822,876
15648,876,847
15663,854,843
15679,830,870
15695,872,808
15710,829,850
15726,835,861
15741,865,760
15757,750,858
15773,840,848
15788,854,763
15804,748,867
15819,848,828
15835,839,766
15851,751,861
15866,859,786
15882,811,772
15897,756,854
15913,856,693
15929,760,781
15944,766,846
15960,851,701
15975,691,796
15991,782,837
16007,845,715
16022,706,821
16038,803,829
16053,838,737
16069,726,848
16085,832,818
16100,831,764
16116,750,863
16131,861,808
16147,828,790
16163,777,863
16178,866,799
16194,824,821
16209,807,865
16225,868,793
16241,820,852
16256,838,866
16272,869,780
16287,812,875
16303,870,867
16319,870,803
16334,799,879
16350,880,869
16365,872,827
16381,815,880
16397,881,868
16412,872,850
16428,836,880
16443,881,867
16459,871,874
16475,857,880
16490,881,862
16506,867,880
16521,877,878
16537,880,851
16553,860,882
16568,882,876
16584,878,819
16599,839,882
16615,881,871
16631,873,826
16646,815,878
16662,879,861
16677,866,833
16693,819,875
16709,876,842
16724,851,841
16740,826,869
16755,871,797
16771,823,848
16787,832,860
16802,863,756
16818,746,854
16833,836,846
16849,852,759
16865,745,864
16880,844,823
16896,836,762
16911,748,860
16927,854,784
16943,810,768
16958,754,854
16974,856,692
16989,758,781
17005,765,846
17021,851,699
17036,692,798
17052,782,838
17067,845,717
17083,706,820
17099,804,829
17114,839,739
17130,728,852
17145,833,823
17161,835,765
17177,753,865
17192,863,815
17208,830,793
17223,782,865
17239,867,806
17255,828,824
17270,811,867
17286,869,801
17301,826,857
17317,841,867
17333,870,784
17348,820,878
17364,874,869
17379,871,807
17395,807,880
17411,881,869
17426,872,830
17442,819,880
17457,881,870
17473,873,851
17489,837,880
17504,881,867
17520,871,874
17535,858,879
17551,881,863
17567,867,880
17582,877,878
17598,880,850
17613,859,882
17629,880,875
17645,877,818
17660,836,880
17676,881,870
17691,872,823
17707,811,878
17723,879,859
17738,864,831
17754,817,874
17769,875,838
17785,848,836
17801,822,868
17816,869,778
17832,815,843
17847,827,858
17863,862,753
17879,743,851
17894,832,844
17910,850,755
17925,742,860
17941,840,822
17957,834,759
17972,746,856
17988,852,779
18003,807,766
18019,753,852
18035,853,689
18050,754,780
18066,765,847
18081,852,701
18097,691,797
18113,782,839
18128,846,719
18144,708,824
18159,807,831
18175,841,742
18191,731,856
18206,838,824
18222,837,768
18237,757,865
18253,864,817
18269,835,797
18284,785,866
18300,868,814
18315,832,827
18331,814,867
18347,870,807
18362,831,862
18378,846,869
18393,871,792
18409,827,879
18425,876,870
18440,873,811
18456,816,880
18471,881,871
18487,874,832
18503,822,880
18518,881,870
18534,873,853
18549,839,881
18565,881,868
18581,872,874
18596,858,879
18612,881,862
18627,867,884
18643,876,878
18659,879,847
18674,857,882
18690,880,874
18705,876,816
18721,830,880
18737,881,868
18752,871,821
18768,808,877
18783,877,857
18799,862,828
18815,814,872
18830,874,833
18846,844,834
18861,819,867
18877,868,764
18893,806,840
18908,823,856
18924,859,750
18939,738,846
18955,828,841
18971,850,751
18986,737,854
19002,836,818
19017,832,755
19033,742,856
19049,849,771
19064,804,765
19080,751,852
19095,853,689
19111,754,779
