Time,Light,Avg
8893,854,819
8908,861,816
8922,863,821
8937,823,831
8951,785,835
8966,769,837
8980,834,834
8995,852,825
9009,861,819
9024,866,822
9039,838,831
9053,797,836
9068,764,839
9082,828,837
9097,850,830
9111,860,820
9126,865,821
9141,853,828
9155,809,835
9170,771,838
9184,815,837
9199,846,832
9213,857,822
9228,864,820
9242,864,826
9257,820,835
9272,782,838
9286,792,839
9301,839,835
9315,855,826
9330,862,821
9344,866,825
9359,831,833
9373,790,837
9388,758,839
9403,830,836
9417,850,828
9432,859,817
9446,864,819
9461,840,826
9475,798,832
9490,761,835
9505,814,833
9519,844,826
9534,856,816
9548,862,814
9563,852,820
9577,807,831
9592,770,834
9606,788,834
9621,837,828
9636,852,818
9650,860,814
9665,861,818
9679,818,828
9694,779,832
9708,746,834
9723,829,830
9737,849,821
9752,859,813
9767,864,816
9781,831,824
9796,790,831
9810,755,833
9825,819,831
9839,845,824
9854,857,813
9869,863,814
9883,846,821
9898,803,830
9912,766,833
9927,805,833
9941,843,827
9956,856,817
9970,863,815
9985,864,821
10000,818,831
10015,860,825
10031,800,826
10046,837,826
10062,857,816
10078,759,818
10093,859,823
10109,853,825
10124,772,830
10140,867,830
10156,848,824
10171,787,834
10187,865,831
10202,840,828
10218,804,837
10234,863,832
10249,828,831
10265,820,838
10280,861,829
10296,806,831
10312,839,836
10327,858,826
10343,759,830
10358,859,833
10374,853,825
10390,770,830
10405,866,830
10421,846,824
10436,784,833
10452,864,830
10468,837,826
10483,800,835
10499,861,829
10514,822,828
10530,815,835
10546,859,824
10561,792,825
10577,833,830
10592,855,820
10608,752,823
10624,852,826
10639,850,818
10655,763,824
10670,864,824
10686,843,818
10702,779,829
10717,863,826
10733,833,822
10748,795,832
10764,861,825
10780,817,823
10795,812,831
10811,858,820
10826,790,821
10842,831,826
10858,854,816
10873,752,821
10889,852,824
10904,850,816
10920,766,823
10936,864,824
10951,845,818
10967,782,829
10982,864,827
10998,836,823
11014,800,833
11029,862,827
11045,823,826
11060,818,834
11076,859,824
11092,802,826
11107,837,832
11123,856,823
11138,759,827
11154,859,830
11170,853,823
11185,772,829
11201,867,829
11216,848,824
11232,788,834
11248,865,831
11263,840,828
11279,803,837
11294,863,832
11310,828,830
11326,821,838
11341,861,829
11357,806,830
11372,839,836
11388,858,826
11404,758,830
11419,859,833
11435,852,825
11450,770,830
11466,866,831
11482,846,825
11497,784,833
11513,864,830
11528,836,826
11544,799,835
11560,862,829
11575,821,827
11591,815,834
11606,858,823
11622,792,824
11638,833,829
11653,855,819
11669,752,822
11684,852,826
11700,849,817
11716,764,824
11731,864,824
11747,842,818
11762,779,829
11778,863,826
11794,833,822
11809,795,832
11825,860,825
11840,818,823
11856,812,831
11872,857,820
11887,787,821
11903,831,827
11918,854,817
11934,752,821
11950,852,825
11965,850,817
11981,765,823
11996,864,824
12012,844,818
12028,782,830
12043,863,828
12059,836,824
12074,800,834
12090,862,828
12106,824,827
12121,817,835
12137,860,824
12152,803,826
12168,838,832
12184,857,823
12199,759,827
12215,860,830
12230,853,823
12246,772,829
12262,866,829
12277,848,824
12293,787,834
12308,865,832
12324,840,828
12340,803,837
12355,862,832
12371,828,831
12386,820,838
12402,860,828
12418,806,830
12433,838,835
12449,856,825
12464,759,829
12480,859,832
12496,852,824
12511,770,829
12527,864,830
12542,847,824
12558,784,833
12574,864,830
12589,836,826
12605,799,835
12620,862,829
12636,821,827
12652,814,834
12667,858,823
12683,792,824
12698,832,829
12714,855,819
12730,752,822
12745,851,826
12761,849,817
12776,763,824
12792,864,824
12808,842,818
12823,778,829
12839,863,826
12854,833,822
12870,795,832
12886,860,825
12901,817,823
12917,812,831
12932,858,820
12948,787,821
12964,831,827
12979,854,817
12995,752,821
13010,853,824
13026,850,816
13042,766,823
